time_ref,time_seconds,speed_kmh,acc_g,current_A,voltage_V,power_hp,gps_speed_kmh,gps_avg_speed_kmh,gps_altitude_m,latitude,longitude,delta_speed_kmh,is_original_sample,target_pedal_pct,vehicle_group,vehicle_name
2026-03-02 10:34:57.250,62.75,50.79362389334014,,32.578125,416.375,,50.66639917787307,18.42622322104148,364.59849852460127,-22.53129707,,0.15623994667006968,1,15.918854876093116,EV,Peugeot_e2008
2026-03-02 10:34:57.500,63.0,50.949864,,32.76041672888888,416.375,,50.79599876403809,18.554372048552324,364.624267578125,-22.53137066333333,,0.1562401066598582,1,15.960576030976853,EV,Peugeot_e2008
2026-03-02 10:34:57.750,63.25,51.0689970609961,,32.942708457777755,416.375,,50.4359986165821,18.67525776506237,364.5048705565637,-22.531389061676087,,0.11913306099609855,0,15.92259873037934,EV,Peugeot_e2008
2026-03-02 10:34:58.000,63.5,51.18813,,33.125,416.375,18.442882189636624,50.07599883776608,18.7961433577855,364.385473657265,-22.53140746,,0.11913293900390443,1,18.514091022533023,EV,Peugeot_e2008
2026-03-02 10:34:58.250,63.75,51.3072629390039,,33.148437488,416.375,18.5976784836752,49.71599905895005,18.91702895050864,364.26607675796623,-22.53140746,,0.11913293900389732,1,20.088520361353048,EV,Peugeot_e2008
2026-03-02 10:34:58.500,64.0,51.426396,,33.171875,416.375,18.75247493622525,49.35599891149407,19.03791466701868,364.146679736405,-22.53140746,,0.11913306099609855,1,22.201531070199778,EV,Peugeot_e2008
2026-03-02 10:34:58.750,64.25,51.2707917807958,,32.95653724480169,416.39152299706274,18.63655668639253,48.995998764038085,19.15880038352872,364.02728271484375,-22.53145832,,-0.15560421920419998,1,24.111595031231616,EV,Peugeot_e2008
2026-03-02 10:34:59.000,64.5,51.11518772093023,,32.74119971010913,416.408045977206,18.52063855526004,49.62959858691293,19.281746356155807,364.099316376745,-22.53148375,,-0.15560405986556702,0,26.020054972197247,EV,Peugeot_e2008
2026-03-02 10:34:59.250,64.75,50.95958366106466,,32.52586217541657,416.4245689573492,18.404720424127547,50.26319840978777,19.404692328782893,364.1713500386463,-22.53150918,,-0.15560405986556702,1,25.807395527799464,EV,Peugeot_e2008
2026-03-02 10:34:59.500,65.0,50.80397944186046,,32.31052442021826,416.441091954412,18.288802174294823,50.89679888146916,19.527638427306723,364.24338377431,-22.53150918,,-0.15560421920419998,1,25.54246745495214,EV,Peugeot_e2008
2026-03-02 10:34:59.750,65.25,50.648375222656256,,32.09518666501995,416.4576149514747,18.172883924462106,51.53039935315055,19.65058452583055,364.31541750997377,-22.531540922516253,,-0.15560421920420708,0,25.22527057644435,EV,Peugeot_e2008
2026-03-02 10:35:00.000,65.5,50.492771162790696,,31.879849130327383,416.4741379316179,18.05696579332961,52.16399917602539,19.773530498457635,364.387451171875,-22.531572665,,-0.15560405986555992,1,25.06159735239649,EV,Peugeot_e2008
2026-03-02 10:35:00.250,65.75,50.33716710292513,,31.664511595634828,416.4906609117612,17.941047662197118,52.36559958783459,19.89912161602357,364.3886474604475,-22.531604407483748,,-0.15560405986556702,0,24.897924128348627,EV,Peugeot_e2008
2026-03-02 10:35:00.500,66.0,50.18156288372093,,31.44917384043652,416.5071839088239,17.825129412364397,52.56720020608271,20.024712862194875,364.389843750245,-22.53163615,,-0.15560421920419998,1,24.73425087078049,EV,Peugeot_e2008
2026-03-02 10:35:18.250,83.75,39.13366905641351,,16.16020115956348,417.6803160911761,,34.055999518013856,23.88211048754875,368.390771724735,-22.53311717,,-0.15560405986555992,1,7.397087405800558,EV,Peugeot_e2008
2026-03-02 10:35:18.500,84.0,38.9780648372093,,15.944863404365172,417.6968390882389,,34.81199996500058,23.91612507245601,368.09736340143,-22.53312889875,,-0.15560421920420708,0,7.347803607249939,EV,Peugeot_e2008
2026-03-02 10:35:18.750,84.25,38.8224606180051,,15.729525649166863,417.7133620853016,,35.568000411987306,23.950139657363263,367.803955078125,-22.5331406275,,-0.15560421920419998,1,7.2985198086993215,EV,Peugeot_e2008
2026-03-02 10:35:19.000,84.5,38.666856558139536,,15.5141881144743,417.7298850654448,,35.93520042637703,23.988412045419715,367.82561034269247,-22.533211,,-0.15560405986556702,1,7.249236035381995,EV,Peugeot_e2008
2026-03-02 10:35:19.250,84.75,38.511252498273976,,15.29885057978174,417.74640804558805,9.131265185519013,36.302400440766746,24.026684433476166,367.84726560726,-22.533211,,-0.15560405986555992,1,8.225671110778642,EV,Peugeot_e2008
2026-03-02 10:35:19.500,85.0,38.35564827906977,,15.08351282458343,417.7629310426508,9.015346935686292,36.66960083116948,24.06495686072357,367.8689208940025,-22.533211,,-0.15560421920420708,1,9.139801247169837,EV,Peugeot_e2008
2026-03-02 10:35:19.750,85.25,38.20004405986557,,14.86817506938512,417.7794540397136,8.899428685853573,37.036801221572205,24.10322928797096,367.890576180745,-22.533228343342213,,-0.15560421920419998,0,10.040910238059537,EV,Peugeot_e2008
2026-03-02 10:35:20.000,85.5,38.04444,,14.65283753469256,417.7959770198568,8.78351055472108,37.40400123596192,24.141501676027413,367.9122314453125,-22.533245686666664,,-0.15560405986556702,1,10.928998116968025,EV,Peugeot_e2008
2026-03-02 10:35:20.250,85.75,38.54180366046624,,14.4375,417.8125,8.667592423588586,37.74960076481444,24.18386149098739,367.959521465005,-22.53331506,,0.4973636604662417,1,12.445004242250102,EV,Peugeot_e2008
2026-03-02 10:35:20.500,86.0,39.03916783023312,,13.980468516,417.843750016,8.551674173755867,38.09520064756105,24.22622134932384,368.0068115331225,-22.53331506,,0.49736416976687536,1,12.900144690551,EV,Peugeot_e2008
2026-03-02 10:35:20.750,86.25,39.536532,,13.523437032,417.875000032,8.435755923923146,38.44080053030766,24.268581207660283,368.05410160124,-22.53331506,,0.49736416976688247,1,13.33315880985727,EV,Peugeot_e2008
2026-03-02 10:35:21.000,86.5,40.03259374601626,,13.066406016,417.906250016,8.319837792790652,38.78640005916018,24.310941022620256,368.1013916209325,-22.533371405,,0.4960617460162595,0,13.74236825734863,EV,Peugeot_e2008
2026-03-02 10:35:21.250,86.75,40.52865549203251,,12.609375,417.9375,8.20391966165816,39.1319995880127,24.353300837580232,368.148681640625,-22.53342775,,0.4960617460162524,1,14.129451398502692,EV,Peugeot_e2008
2026-03-02 10:35:21.500,87.0,41.02471774601626,,9.91406112,418.140625104,7.947699898897176,39.67199980919668,24.402895876684774,368.24783939608375,-22.53342775,,0.4960622539837445,1,13.632801349987872,EV,Peugeot_e2008
2026-03-02 10:35:21.750,87.25,41.52078,,7.21874724,418.343750208,7.691480136136193,40.21200003038065,24.452490915789312,368.3469971515425,-22.53342775,,0.4960622539837445,1,12.91548254193403,EV,Peugeot_e2008
2026-03-02 10:35:22.000,87.5,41.91137984001023,,4.523436120000001,418.546875104,7.435260635744113,40.751999698604685,24.50208590410856,368.4461548054637,-22.53348948,,0.39059984001022485,0,11.841589292670582,EV,Peugeot_e2008
2026-03-02 10:35:22.250,87.75,42.30197968002045,,1.828125,418.75,7.179041135352032,41.29199936682872,24.551680892427804,368.545312459385,-22.53355121,,0.39059984001022485,1,10.54870656515228,EV,Peugeot_e2008
2026-03-02 10:35:22.500,88.0,42.69257992000512,,0.0749992819200735,418.83750003584,5.951615396916797,41.8319995880127,24.601275931532346,368.64447021484375,-22.53355121,,0.3906002399846713,1,9.012314693262928,EV,Peugeot_e2008
2026-03-02 10:35:22.750,88.25,43.08318015998978,,-1.678126436159853,418.92500007168,4.724189658481562,42.02639999722891,24.65217931461961,368.5644408851888,-22.53355121,,0.3906002399846571,1,7.606708060021558,EV,Peugeot_e2008
2026-03-02 10:35:23.000,88.5,43.473780000000005,,-3.4312503590399626,419.01250001792,3.49676517692964,42.2208002073792,24.70308264558184,368.4844116374838,-22.53355121,,0.39059984001022485,1,6.338752902935305,EV,Peugeot_e2008
2026-03-02 10:35:23.250,88.75,43.62220793920389,,-5.184374281920073,419.09999996416,2.2693406953777178,42.41520041752949,24.753985976544072,368.4043823897788,-22.533616944966344,,0.1484279392038843,0,5.032275559825381,EV,Peugeot_e2008
2026-03-02 10:35:23.500,89.0,43.77063603039806,,-6.9375,419.1875,1.041914956942483,42.609600826745705,24.80488935963134,368.32435306012377,-22.53368268,,0.14842809119416955,1,3.863449980845013,EV,Peugeot_e2008
2026-03-02 10:35:23.750,89.25,43.91906412159223,,-6.849999964160004,419.1875,0.0427448197428899,42.80400123596191,24.85579274271861,368.2443237304688,-22.533638856666663,,0.14842809119416955,1,2.880757284430828,EV,Peugeot_e2008
2026-03-02 10:35:24.000,89.5,44.06749206079611,,-6.762500017919998,419.1875,-0.9564242943070064,42.99120063743441,24.907289965959944,368.0827393239976,-22.53366076833333,,0.1484279392038843,0,2.0380060525464523,EV,Peugeot_e2008
2026-03-02 10:35:24.250,89.75,44.21592,0.0400367883223656,-6.675000071679992,419.1875,-1.955593408356903,43.17840003890692,24.958787189201285,367.9211549175263,-22.53368268,,0.1484279392038843,1,3.530385579015366,EV,Peugeot_e2008
2026-03-02 10:35:24.500,90.0,44.21982600199987,0.0373116015006467,-6.587500035839996,419.1875,-2.954763545556496,43.3655996320717,25.010284465175808,367.7595703455925,-22.53368268,,0.003906001999872899,0,5.136920552970812,EV,Peugeot_e2008
2026-03-02 10:35:24.750,90.25,44.22373200399974,0.0345864146789279,-6.5,419.1875,-3.953933682756089,43.55279922523648,25.06178174115033,367.5979857736588,-22.53368268,,0.003906001999872899,1,6.731771997510341,EV,Peugeot_e2008
2026-03-02 10:35:25.000,90.5,44.22763800199987,0.031861230647799,-6.41145836355556,419.1875,-3.870817988065322,43.73999862670899,25.113278964391668,367.4364013671875,-22.53377077333333,,0.0039059980001283634,1,8.289300209311213,EV,Peugeot_e2008
2026-03-02 10:35:25.250,90.75,44.231544,0.0291360466166701,-6.322916727111122,419.1875,-3.7877022933745534,43.460999250208594,25.17178222416589,367.3265991773125,-22.53381482,,0.0039059980001283634,1,9.702069733335286,EV,Peugeot_e2008
2026-03-02 10:35:25.500,91.0,44.09092795200308,0.0251898128939398,-6.234375,419.1875,-3.7045865135732727,43.1819995880127,25.230285543847494,367.216796875,-22.53381482,,-0.14061604799692162,1,8.695979886730553,EV,Peugeot_e2008
2026-03-02 10:35:25.750,91.25,43.95031190400616,0.0212435791712096,-6.265625016,419.1875,-3.666739156015901,42.9029999258168,25.28878886352909,367.1069945726875,-22.53381482,,-0.14061604799691452,1,7.809119536723289,EV,Peugeot_e2008
2026-03-02 10:35:26.000,91.5,43.809696,0.0172973494894207,-6.296875,419.1875,-3.628891837214203,42.624000549316406,25.347292123303315,366.9971923828125,-22.53381482,,-0.14061590400616097,1,6.855247311698571,EV,Peugeot_e2008
2026-03-02 10:35:26.250,91.75,43.61244310099354,0.0133511198076318,-6.3281249840000005,419.1875,-3.591044518412506,42.624000549316406,25.3493571512723,366.9971923828125,-22.53394722,,-0.1972528990064646,1,5.834363063660804,EV,Peugeot_e2008
2026-03-02 10:35:26.500,92.0,43.41519,0.0094048860849016,-6.359375,419.1875,-3.553197160855134,42.47100040231582,25.404750186270256,366.7442320482188,-22.53394722,,-0.1972531009935352,1,4.746466565685318,EV,Peugeot_e2008
2026-03-02 10:35:26.750,92.25,43.21793689900647,0.0054586523621714,-6.304687472,419.1875,-3.5710076820586028,42.31800025531523,25.46014322126821,366.491271713625,-22.53394722,,-0.1972531009935352,0,3.663603623897756,EV,Peugeot_e2008
2026-03-02 10:35:27.000,92.5,43.020684,0.0015124226803824,-6.25,419.1875,-3.5888181850241074,42.16500026498672,25.515536199543725,366.2383116380625,-22.53394722,,-0.1972528990064646,1,2.580740903880497,EV,Peugeot_e2008
